year,week,week_id,municipality,total_cases,confirmed_cases,age_mean,age_std,female_ratio,deaths,top_barangay,outbreak,location_id,lag_1_cases,lag_2_cases,lag_3_cases,lag_4_cases,rolling_mean_4,rolling_std_4,rolling_max_4,rolling_min_4,rolling_mean_8,rolling_std_8,diff_1,diff_4,pct_change_1,momentum_4,ema_4,volatility_4,outbreak_lag_1,outbreak_lag_2,week_of_year,month,week_sin,week_cos,month_sin,month_cos
2025,11,202511,COMPOSTELA,55,36,41.945454545454545,24.9261265444871,0.45454545454545453,9,Mapaca,1,0,38.0,38.0,30.0,37.0,35.5,3.785938897200182,38.0,30.0,33.375,4.718883039751794,-2.0,-1.0,-0.052631578947368474,-1.0,35.9437191168,0.10372435334795019,1.0,1.0,11,3,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17
2025,12,202512,COMPOSTELA,46,33,47.45652173913044,27.82141982297423,0.5,14,Gabi,1,0,36.0,38.0,38.0,30.0,36.25,2.362907813126303,38.0,33.0,34.375,3.3354160160315818,-3.0,3.0,-0.08333333333333337,3.0,34.76623147008,0.063433766795337,1.0,1.0,12,3,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17
2025,13,202513,COMPOSTELA,50,37,42.28,26.887551174535503,0.54,15,Ngan,1,0,33.0,36.0,38.0,38.0,36.0,2.1602468994692856,38.0,33.0,34.875,3.3990544903798496,4.0,-1.0,0.1212121212121211,-1.0,35.659738882048,0.05838505133700772,1.0,1.0,13,4,1.0,-1.6081226496766366e-16,0.8660254037844387,-0.4999999999999998
2025,14,202514,COMPOSTELA,54,38,40.24074074074074,29.00093374240761,0.5925925925925926,11,Poblacion,1,0,37.0,33.0,36.0,38.0,36.0,2.1602468994692856,38.0,33.0,35.875,2.90012315009454,1.0,0.0,0.027027027027026973,0.0,36.5958433292288,0.05838505133700772,1.0,1.0,14,4,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998
2025,15,202515,COMPOSTELA,53,36,44.056603773584904,26.368261147374493,0.4528301886792453,8,Gabi,1,0,38.0,37.0,33.0,36.0,36.0,2.1602468994692856,38.0,33.0,35.75,2.866057521105553,-2.0,0.0,-0.052631578947368474,0.0,36.35750599753728,0.05838505133700772,1.0,1.0,15,4,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998
2025,16,202516,COMPOSTELA,47,25,39.42553191489362,25.937001168258064,0.46808510638297873,7,Maparat,0,0,36.0,38.0,37.0,33.0,34.0,6.0553007081949835,38.0,25.0,35.125,4.421942042651783,-11.0,-8.0,-0.3055555555555556,-8.0,31.814503598522368,0.17300859166271382,1.0,1.0,16,4,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998
2025,17,202517,COMPOSTELA,66,41,45.24242424242424,24.871398838555102,0.42424242424242425,15,Gabi,1,0,25.0,36.0,38.0,37.0,35.0,6.97614984548545,41.0,25.0,35.5,4.810702354423638,16.0,4.0,0.6399999999999999,4.0,35.48870215911342,0.1937819401523736,0.0,1.0,17,5,0.8854560256532099,-0.4647231720437685,0.49999999999999994,-0.8660254037844387
2025,18,202518,COMPOSTELA,51,36,44.98039215686274,27.095748888767357,0.49019607843137253,7,Ngan,1,0,41.0,25.0,36.0,38.0,34.5,6.757711644237764,41.0,25.0,35.25,4.713203338949605,-5.0,-2.0,-0.12195121951219512,-2.0,35.69322129546806,0.19035807448557082,1.0,0.0,18,5,0.8229838658936565,-0.5680647467311557,0.49999999999999994,-0.8660254037844387
2025,19,202519,COMPOSTELA,48,34,49.3125,22.930195877460868,0.4166666666666667,11,Gabi,1,0,36.0,41.0,25.0,36.0,34.0,6.683312551921141,41.0,25.0,35.0,4.720774754816658,-2.0,-2.0,-0.05555555555555558,-2.0,35.01593277728084,0.1909517871977469,1.0,1.0,19,5,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387
2025,20,202520,COMPOSTELA,52,39,47.96153846153846,29.085379076403655,0.6153846153846154,9,Gabi,1,0,34.0,36.0,41.0,25.0,37.5,3.1091263510296048,41.0,34.0,35.75,4.832922806867792,5.0,14.0,0.1470588235294117,14.0,36.609559666368504,0.08075652859817155,1.0,1.0,20,5,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387
2025,21,202521,COMPOSTELA,54,38,41.25925925925926,24.747163119432866,0.5925925925925926,12,San Miguel,1,0,39.0,34.0,36.0,41.0,36.75,2.2173557826083456,39.0,34.0,35.875,4.882549100038392,-1.0,-3.0,-0.02564102564102566,-3.0,37.1657357998211,0.058737901526048894,1.0,1.0,21,6,0.5680647467311558,-0.8229838658936564,1.2246467991473532e-16,-1.0
2025,22,202522,COMPOSTELA,47,33,43.212765957446805,26.14253253609059,0.3829787234042553,8,Mangayon,1,0,38.0,39.0,34.0,36.0,36.0,2.9439202887759492,39.0,33.0,35.25,4.891683905218266,-5.0,-3.0,-0.13157894736842102,-3.0,35.49944147989266,0.07956541321016079,1.0,1.0,22,6,0.46472317204376906,-0.8854560256532096,1.2246467991473532e-16,-1.0
2025,23,202523,COMPOSTELA,49,33,49.42857142857143,24.856253404995154,0.46938775510204084,12,Gabi,1,0,33.0,38.0,39.0,34.0,35.75,3.2015621187164247,39.0,33.0,34.875,4.940720016932176,0.0,-1.0,0.0,-1.0,34.499664887935594,0.08711733656371223,1.0,1.0,23,6,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0
2025,24,202524,COMPOSTELA,39,24,48.41025641025641,23.469709424252343,0.5384615384615384,11,Ngan,0,0,33.0,33.0,38.0,39.0,32.0,5.8309518948453,38.0,24.0,34.75,5.230405611149374,-9.0,-15.0,-0.2727272727272727,-15.0,30.29979893276136,0.1766955119650091,1.0,1.0,24,6,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0
2025,25,202525,COMPOSTELA,65,40,51.292307692307695,26.659146575872345,0.6307692307692307,15,Ngan,1,0,24.0,33.0,33.0,38.0,32.5,6.557438524302,40.0,24.0,34.625,5.069164484550543,16.0,2.0,0.6666666666666667,2.0,34.179879359656816,0.19574443356125373,0.0,1.0,25,7,0.12053668025532308,-0.992708874098054,-0.4999999999999997,-0.8660254037844388
2025,26,202526,COMPOSTELA,50,29,48.88,23.276194373002554,0.52,12,Poblacion,0,0,40.0,24.0,33.0,33.0,31.5,6.757711644237763,40.0,24.0,33.75,5.391792704790177,-11.0,-4.0,-0.275,-4.0,32.10792761579409,0.20792958905346964,1.0,0.0,26,7,-3.216245299353273e-16,-1.0,-0.4999999999999997,-0.8660254037844388
2025,27,202527,COMPOSTELA,50,30,50.18,24.941310703165474,0.48,9,Gabi,0,0,29.0,40.0,24.0,33.0,30.75,6.701989754294366,40.0,24.0,33.25,5.548487567410986,1.0,-3.0,0.034482758620689724,-3.0,31.264756569476454,0.21108629147383828,0.0,1.0,27,7,-0.12053668025532283,-0.992708874098054,-0.4999999999999997,-0.8660254037844388
2025,28,202528,COMPOSTELA,57,39,49.50877192982456,23.64402884980956,0.5614035087719298,17,Ngan,1,0,30.0,29.0,40.0,24.0,34.5,5.802298395176402,40.0,29.0,33.25,5.548487567410986,9.0,15.0,0.30000000000000004,15.0,34.35885394168587,0.1634450252162367,0.0,0.0,28,7,-0.23931566428755743,-0.9709418174260521,-0.4999999999999997,-0.8660254037844388
2025,29,202529,COMPOSTELA,42,22,41.42857142857143,25.091192563345228,0.6428571428571429,11,Gabi,0,0,39.0,30.0,29.0,40.0,30.0,6.976149845485449,39.0,22.0,31.25,6.408699444616556,-17.0,-18.0,-0.4358974358974359,-18.0,29.415312365011523,0.2250370917898532,1.0,0.0,29,8,-0.3546048870425356,-0.9350162426854148,-0.8660254037844385,-0.5000000000000004
2025,30,202530,COMPOSTELA,54,37,46.7037037037037,25.982308661515244,0.5,15,Gabi,1,0,22.0,39.0,30.0,29.0,32.0,7.702813338860894,39.0,22.0,31.75,6.713525792862389,15.0,8.0,0.6818181818181819,8.0,32.44918741900692,0.2334185860260877,0.0,1.0,30,8,-0.46472317204376806,-0.8854560256532101,-0.8660254037844385,-0.5000000000000004
2025,31,202531,COMPOSTELA,43,30,45.46511627906977,28.43735708469315,0.4418604651162791,19,Mangayon,0,0,37.0,22.0,39.0,30.0,32.0,7.702813338860894,39.0,22.0,31.375,6.717514421272201,-7.0,0.0,-0.18918918918918914,0.0,31.46951245140415,0.2334185860260877,1.0,0.0,31,8,-0.5680647467311556,-0.8229838658936566,-0.8660254037844385,-0.5000000000000004
2025,32,202532,COMPOSTELA,48,32,52.395833333333336,25.443922137887178,0.4583333333333333,13,Bagongon,1,0,30.0,37.0,22.0,39.0,30.25,6.238322424070966,37.0,22.0,32.375,6.022280061808578,2.0,-7.0,0.06666666666666665,-7.0,31.68170747084249,0.1996263175702709,0.0,1.0,32,8,-0.663122658240795,-0.7485107481711013,-0.8660254037844385,-0.5000000000000004
2025,33,202533,COMPOSTELA,54,42,38.55555555555556,24.405896802661,0.46296296296296297,20,Gabi,1,0,32.0,30.0,37.0,22.0,35.25,5.3774219349672245,42.0,30.0,32.625,6.412877669190329,10.0,20.0,0.3125,20.0,35.80902448250549,0.14834267406806137,1.0,0.0,33,9,-0.7485107481711011,-0.6631226582407952,-1.0,-1.8369701987210297e-16
2025,34,202534,COMPOSTELA,49,35,50.326530612244895,26.872684206505777,0.6326530612244898,14,Mangayon,1,0,42.0,32.0,30.0,37.0,34.75,5.251983752196241,42.0,30.0,33.375,6.277795336399098,-7.0,-2.0,-0.16666666666666663,-2.0,35.485414689503294,0.14690863642506968,1.0,1.0,34,9,-0.8229838658936564,-0.5680647467311559,-1.0,-1.8369701987210297e-16
2025,35,202535,COMPOSTELA,59,35,46.898305084745765,23.92062658853395,0.4915254237288136,9,Ngan,1,0,35.0,42.0,32.0,30.0,36.0,4.242640687119282,42.0,32.0,34.0,6.141195788629907,0.0,5.0,0.0,5.0,35.291248813701976,0.11466596451673736,1.0,1.0,35,9,-0.8854560256532096,-0.4647231720437691,-1.0,-1.8369701987210297e-16
2025,36,202536,COMPOSTELA,47,31,47.340425531914896,23.74436005870857,0.46808510638297873,9,San Miguel,1,0,35.0,35.0,42.0,32.0,35.75,4.573474244670745,42.0,31.0,33.0,5.8554004376911974,-4.0,-1.0,-0.11428571428571432,-1.0,33.574749288221184,0.12444827876655089,1.0,1.0,36,9,-0.9350162426854147,-0.3546048870425359,-1.0,-1.8369701987210297e-16
2025,37,202537,COMPOSTELA,59,38,46.66101694915254,26.6209731741927,0.4915254237288136,14,Ngan,1,0,31.0,35.0,35.0,42.0,34.75,2.8722813232690094,38.0,31.0,35.0,3.9999999999999982,7.0,-4.0,0.22580645161290325,-4.0,35.34484957293271,0.08034353351801425,1.0,1.0,37,10,-0.970941817426052,-0.23931566428755774,-0.8660254037844386,0.5000000000000001
2025,38,202538,COMPOSTELA,55,34,45.69090909090909,26.617226896819428,0.5272727272727272,18,Mangayon,1,0,38.0,31.0,35.0,35.0,34.5,2.8867513459481238,38.0,31.0,34.625,3.925648263117096,-4.0,-1.0,-0.10526315789473684,-1.0,34.806909743759626,0.08131693932248237,1.0,1.0,38,10,-0.992708874098054,-0.12053668025532357,-0.8660254037844386,0.5000000000000001
2025,39,202539,COMPOSTELA,45,27,50.733333333333334,27.439520271449222,0.5333333333333333,10,Bagongon,0,0,34.0,38.0,31.0,35.0,32.5,4.654746681256311,38.0,27.0,34.25,4.527692569068706,-7.0,-8.0,-0.20588235294117652,-8.0,31.684145846255774,0.13894766212705406,1.0,1.0,39,10,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2025,40,202540,COMPOSTELA,52,39,49.03846153846154,22.73803200691545,0.4230769230769231,18,Bagongon,1,0,27.0,34.0,38.0,31.0,34.5,5.446711546122728,39.0,27.0,35.125,4.703721930556693,12.0,8.0,0.4444444444444444,8.0,34.61048750775346,0.15342849425697824,0.0,1.0,40,10,-0.992708874098054,0.1205366802553232,-0.8660254037844386,0.5000000000000001
2025,41,202541,COMPOSTELA,56,29,46.5,27.771797336015673,0.35714285714285715,7,Bagongon,0,0,39.0,27.0,34.0,38.0,32.25,5.377421934967224,39.0,27.0,33.5,4.2088342464732085,-10.0,-9.0,-0.2564102564102564,-9.0,32.36629250465208,0.16172697548773604,1.0,0.0,41,11,-0.9709418174260521,0.23931566428755738,-0.5000000000000004,0.8660254037844384
2025,42,202542,COMPOSTELA,40,27,48.175,27.664554290690532,0.475,10,Mangayon,0,0,29.0,39.0,27.0,34.0,30.5,5.744562646538027,39.0,27.0,32.5,4.720774754816658,-2.0,-7.0,-0.06896551724137934,-7.0,30.219775502791247,0.18236706814406434,0.0,1.0,42,11,-0.9350162426854148,0.35460488704253557,-0.5000000000000004,0.8660254037844384
2025,43,202543,COMPOSTELA,54,40,45.592592592592595,26.51558354081865,0.46296296296296297,12,Gabi,1,0,27.0,29.0,39.0,27.0,33.75,6.701989754294366,40.0,27.0,33.125,5.383506557731944,13.0,13.0,0.4814814814814814,13.0,34.13186530167475,0.19286301451206808,0.0,0.0,43,11,-0.8854560256532101,0.464723172043768,-0.5000000000000004,0.8660254037844384
2025,44,202544,COMPOSTELA,71,52,44.12676056338028,26.732500058096637,0.4647887323943662,18,Ngan,1,0,40.0,27.0,29.0,39.0,37.0,11.51810169544733,52.0,27.0,35.75,8.447315719040152,12.0,13.0,0.30000000000000004,13.0,41.27911918100485,0.3031079393538771,1.0,0.0,44,11,-0.822983865893657,0.5680647467311548,-0.5000000000000004,0.8660254037844384
2025,45,202545,COMPOSTELA,55,35,46.36363636363637,25.870305898321483,0.5454545454545454,10,Mangayon,1,0,52.0,40.0,27.0,29.0,38.5,10.472185381603337,52.0,27.0,35.375,8.3996173382227,-17.0,6.0,-0.32692307692307687,6.0,38.76747150860291,0.2651186172557807,1.0,1.0,45,12,-0.7485107481711011,0.6631226582407952,-2.4492935982947064e-16,1.0
2025,46,202546,COMPOSTELA,52,29,47.57692307692308,22.76163452024442,0.46153846153846156,8,Gabi,0,0,35.0,52.0,40.0,27.0,39.0,9.763879010584539,52.0,29.0,34.75,8.6972902183874,-6.0,2.0,-0.17142857142857137,2.0,34.860482905161746,0.24409697526461346,1.0,1.0,46,12,-0.6631226582407955,0.7485107481711007,-2.4492935982947064e-16,1.0
2025,47,202547,COMPOSTELA,67,47,46.059701492537314,27.53448559314737,0.417910447761194,12,San Miguel,1,0,29.0,35.0,52.0,40.0,40.75,10.594810050208546,52.0,29.0,37.25,9.01981944703678,18.0,7.0,0.6206896551724137,7.0,39.71628974309705,0.2537679053942167,0.0,1.0,47,12,-0.5680647467311559,0.8229838658936564,-2.4492935982947064e-16,1.0
2025,48,202548,COMPOSTELA,52,31,49.26923076923077,28.18086917807852,0.5384615384615384,6,Mangayon,1,0,47.0,29.0,35.0,52.0,35.5,8.06225774829855,47.0,29.0,36.25,9.238892945431441,-16.0,-21.0,-0.34042553191489366,-21.0,36.22977384585823,0.22088377392598765,1.0,0.0,48,12,-0.4647231720437684,0.88545602565321,-2.4492935982947064e-16,1.0
2025,49,202549,COMPOSTELA,43,27,43.74418604651163,30.14496169168463,0.4883720930232558,9,Mangayon,0,0,31.0,47.0,29.0,35.0,33.5,9.146948489341495,47.0,27.0,36.0,9.486832980505138,-4.0,-8.0,-0.12903225806451613,-8.0,32.53786430751494,0.26512894172004337,1.0,1.0,49,12,-0.35460488704253595,0.9350162426854147,-2.4492935982947064e-16,1.0
2025,50,202550,COMPOSTELA,53,38,41.094339622641506,25.990578286211125,0.4339622641509434,12,Mangayon,1,0,27.0,31.0,47.0,29.0,35.75,8.770214744615245,47.0,27.0,37.375,8.765802057671944,11.0,9.0,0.40740740740740744,9.0,34.72271858450896,0.23864529917320396,0.0,1.0,50,12,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0
2025,51,202551,COMPOSTELA,75,49,48.14666666666667,26.757516414732606,0.5066666666666667,13,Gabi,1,0,38.0,27.0,31.0,47.0,36.25,9.63932916061417,49.0,27.0,38.5,9.680613912055666,11.0,2.0,0.2894736842105263,2.0,40.43363115070538,0.2587739371976958,1.0,0.0,51,12,-0.12053668025532363,0.992708874098054,-2.4492935982947064e-16,1.0
2025,52,202552,COMPOSTELA,54,41,46.24074074074074,25.54089224752027,0.5925925925925926,16,Ngan,1,0,49.0,38.0,27.0,31.0,38.75,9.105858919765158,49.0,27.0,37.125,8.14927691796728,-8.0,10.0,-0.16326530612244894,10.0,40.66017869042323,0.2290782118179914,1.0,1.0,52,12,6.432490598706546e-16,1.0,-2.4492935982947064e-16,1.0
2025,1,202501,LAAK,68,42,44.3235294117647,26.59729600018599,0.4852941176470588,12,Banbanon,1,1,0.0,0.0,0.0,0.0,42.0,0.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,1,1,0.12053668025532305,0.992708874098054,0.49999999999999994,0.8660254037844387
2025,2,202502,LAAK,52,34,46.51923076923077,27.020319430787268,0.40384615384615385,11,Poblacion,1,1,42.0,0.0,0.0,0.0,38.0,5.656854249492381,42.0,34.0,38.0,5.656854249492381,-8.0,0.0,-0.19047619047619047,0.0,38.8,0.145047544858779,1.0,0.0,2,1,0.23931566428755774,0.970941817426052,0.49999999999999994,0.8660254037844387
2025,3,202503,LAAK,67,46,41.43283582089552,24.96738714051095,0.417910447761194,11,Il Papa,1,1,34.0,42.0,0.0,0.0,40.666666666666664,6.110100926607787,46.0,34.0,40.666666666666664,6.110100926607787,12.0,0.0,0.3529411764705883,0.0,41.68,0.1466424222385869,1.0,1.0,3,1,0.3546048870425356,0.9350162426854148,0.49999999999999994,0.8660254037844387
2025,4,202504,LAAK,62,42,48.516129032258064,24.697343014645874,0.46774193548387094,17,Aguinaldo,1,1,46.0,34.0,42.0,0.0,41.0,5.033222956847167,46.0,34.0,41.0,5.033222956847167,-4.0,0.0,-0.08695652173913049,0.0,41.808,0.11983864182969446,1.0,1.0,4,1,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387
2025,5,202505,LAAK,45,33,43.68888888888889,23.380083037240965,0.6222222222222222,10,Banbanon,1,1,42.0,46.0,34.0,42.0,38.75,6.2915286960589585,46.0,33.0,39.4,5.639148871948674,-9.0,-9.0,-0.2142857142857143,-9.0,38.2848,0.15827745147318134,1.0,1.0,5,2,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001
2025,6,202506,LAAK,67,44,43.791044776119406,27.15250829053665,0.5671641791044776,18,Anitap,1,1,33.0,42.0,46.0,34.0,41.25,5.737304826019502,46.0,33.0,40.166666666666664,5.3820689949745795,11.0,10.0,0.33333333333333326,10.0,40.57088,0.13579419706555035,1.0,1.0,6,2,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001
2025,7,202507,LAAK,55,39,53.4,24.51424378087458,0.5272727272727272,13,Binasbas,1,1,44.0,33.0,42.0,46.0,39.5,4.795831523312718,44.0,33.0,40.0,4.932882862316248,-5.0,-7.0,-0.11363636363636365,-7.0,39.942528,0.11841559316821526,1.0,1.0,7,2,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001
2025,8,202508,LAAK,53,35,44.528301886792455,24.603473624036305,0.6226415094339622,17,Aguinaldo,1,1,39.0,44.0,33.0,42.0,37.75,4.8562674281111535,44.0,33.0,39.375,4.897156609415597,-4.0,-7.0,-0.10256410256410253,-7.0,37.9655168,0.1253230304028685,1.0,1.0,8,2,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001
2025,9,202509,LAAK,73,51,47.0958904109589,25.532204274189386,0.4931506849315068,21,Aguinaldo,1,1,35.0,39.0,44.0,33.0,42.25,6.898067362191624,51.0,35.0,40.5,6.391959234627741,16.0,18.0,0.4571428571428571,18.0,43.17931008000001,0.15949288698708958,1.0,1.0,9,3,0.8854560256532099,0.4647231720437686,1.0,6.123233995736766e-17
2025,10,202510,LAAK,44,35,51.90909090909091,24.9649225373096,0.5909090909090909,11,Aguinaldo,1,1,51.0,35.0,39.0,44.0,40.0,7.571877794400363,51.0,35.0,40.625,6.254998001598402,-16.0,-9.0,-0.3137254901960784,-9.0,39.907586048,0.1846799462048869,1.0,1.0,10,3,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17
2025,11,202511,LAAK,60,43,44.55,23.18563626070157,0.43333333333333335,13,Anitap,1,1,35.0,51.0,35.0,39.0,41.0,7.659416862050702,51.0,35.0,40.25,5.9701639125619606,8.0,4.0,0.22857142857142865,4.0,41.1445516288,0.18236706814406434,1.0,1.0,11,3,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17
2025,12,202512,LAAK,59,40,43.728813559322035,26.749689336561865,0.4576271186440678,14,Aguinaldo,1,1,43.0,35.0,51.0,35.0,42.25,6.701989754294364,51.0,35.0,40.0,5.9281411203561225,-3.0,5.0,-0.06976744186046513,5.0,40.68673097728,0.15495930067732633,1.0,1.0,12,3,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17
2025,13,202513,LAAK,57,41,44.36842105263158,27.02553790858047,0.5263157894736842,10,Anitap,1,1,40.0,43.0,35.0,51.0,39.75,3.403429642777018,43.0,35.0,41.0,5.209880722517276,1.0,-10.0,0.02499999999999991,-10.0,40.812038586368004,0.08351974583501884,1.0,1.0,13,4,1.0,-1.6081226496766366e-16,0.8660254037844387,-0.4999999999999998
2025,14,202514,LAAK,70,38,45.642857142857146,24.559915329532156,0.5285714285714286,12,Il Papa,1,1,41.0,40.0,43.0,35.0,40.5,2.0816659994661246,43.0,38.0,40.25,5.1478150704934995,-3.0,3.0,-0.07317073170731703,3.0,39.6872231518208,0.05016062649315963,1.0,1.0,14,4,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998
2025,15,202515,LAAK,53,33,46.264150943396224,24.434489293899745,0.39622641509433965,14,Cebulida,1,1,38.0,41.0,40.0,43.0,38.0,3.5590260840104313,41.0,33.0,39.5,5.756983337031395,-5.0,-10.0,-0.13157894736842102,-10.0,37.01233389109248,0.09125707907719055,1.0,1.0,15,4,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998
2025,16,202516,LAAK,39,26,46.30769230769231,22.051559016557732,0.41025641025641024,3,Ampawid,0,1,33.0,38.0,41.0,40.0,34.5,6.557438524301999,41.0,26.0,38.375,7.4053552051394345,-7.0,-14.0,-0.21212121212121215,-14.0,32.60740033465549,0.18471657814935208,1.0,1.0,16,4,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998
2025,17,202517,LAAK,62,43,49.33870967741935,23.201147193504436,0.4838709677419355,18,Banbanon,1,1,26.0,33.0,38.0,41.0,35.0,7.257180352359078,43.0,26.0,37.375,5.829420456369815,17.0,2.0,0.6538461538461537,2.0,36.76444020079329,0.2015883431210855,0.0,1.0,17,5,0.8854560256532099,-0.4647231720437685,0.49999999999999994,-0.8660254037844387
2025,18,202518,LAAK,48,31,40.979166666666664,26.516546085643515,0.5416666666666666,7,Anitap,1,1,43.0,26.0,33.0,38.0,33.25,7.135591542869213,43.0,26.0,36.875,6.2206453500765155,-12.0,-7.0,-0.2790697674418605,-7.0,34.45866412047597,0.20833843920786024,1.0,0.0,18,5,0.8229838658936565,-0.5680647467311557,0.49999999999999994,-0.8660254037844387
2025,19,202519,LAAK,60,42,49.85,25.974449636100186,0.5333333333333333,15,Poblacion,1,1,31.0,43.0,26.0,33.0,35.5,8.346656017032608,43.0,26.0,36.75,6.08863109175031,11.0,9.0,0.35483870967741926,9.0,37.475198472285584,0.22867550731596184,1.0,1.0,19,5,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387
